0.0 1 1.08047 1.16742 1.26136 1.36287 1.47254 1.59104 1.71907 1.85741 2.00688 2.16838 2.34287 2.5314 2.73511 2.95521 3.19302 3.44997 3.72759 4.02756 4.35167 4.70185 5.08022 5.48903 5.93074 6.408 6.92367 7.48083 8.08282 8.73326 9.43604 10.1954 11.0158 11.9023 12.8601 13.895 15.0131 16.2212 17.5266 18.937 20.4609 22.1074 23.8864 25.8086 27.8855 30.1295 32.5541 35.1737 38.0042 41.0625 44.3669 47.9372 51.7947 55.9628 60.4662 65.332 70.5894 76.2699 82.4074 89.0389 96.204 103.946 112.31 121.348 131.113 141.664 153.064 165.382 178.69 193.07 208.606 225.393 243.531 263.129 284.303 307.181 331.901 358.61 387.468 418.648 452.337 488.737 528.067 570.562 616.476 666.085 719.686 777.6 840.175 907.785 980.837 1059.77 1145.05 1237.19 1336.75 1444.32 1560.55 1686.13 1821.81 1968.42 2126.82 2297.97 2482.89 2682.7 2898.58 3131.83 3383.86 3656.16 3950.38 4268.27 4611.75 4982.86 5383.84 5817.09 6285.2 6790.99 7337.47 7927.93 8565.9 9255.22 10000 
1e-42 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.4671 -1.4671 -1.46711 -1.46712 -1.46714 -1.46716 -1.46719 -1.46723 -1.46727 -1.46732 -1.46738 -1.46745 -1.46753 -1.4676 -1.46769 -1.46777 -1.46785 -1.46793 -1.468 -1.46806 -1.46811 -1.46815 -1.46817 -1.46819 -1.46819 -1.46819 -1.46817 -1.46815 -1.46812 -1.46808 -1.46804 -1.468 -1.46796 -1.46791 -1.46787 -1.46783 -1.46778 -1.46774 -1.4677 -1.46766 -1.46763 -1.46759 -1.46756 -1.46753 -1.4675 -1.46747 -1.46744 -1.46742 -1.4674 -1.46737 -1.46735 -1.46733 -1.46732 -1.4673 -1.46729 -1.46727 -1.46726 -1.46725 -1.46723 -1.46722 -1.46721 -1.46721 -1.4672 -1.46719 -1.46718 -1.46718 -1.46717 -1.46716 -1.46716 -1.46715 -1.46715 -1.46714 -1.46714 -1.46714 -1.46713 -1.46713 -1.46713 -1.46712 -1.46712 -1.46712 -1.46712 -1.46712 -1.46711 -1.46711 -1.46711 -1.46711 -1.46711 -1.46711 -1.46711 -1.4671 -1.4671 -1.4671 -1.4671 -1.4671 -1.4671 
1.22633e-42 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.4671 -1.4671 -1.46711 -1.46712 -1.46713 -1.46715 -1.46718 -1.46721 -1.46726 -1.46731 -1.46738 -1.46745 -1.46753 -1.46762 -1.46772 -1.46782 -1.46792 -1.46802 -1.46812 -1.4682 -1.46828 -1.46834 -1.46839 -1.46842 -1.46844 -1.46844 -1.46843 -1.46841 -1.46838 -1.46835 -1.46831 -1.46826 -1.46821 -1.46815 -1.4681 -1.46805 -1.46799 -1.46794 -1.46789 -1.46784 -1.46779 -1.46775 -1.4677 -1.46766 -1.46763 -1.46759 -1.46755 -1.46752 -1.46749 -1.46746 -1.46744 -1.46741 -1.46739 -1.46737 -1.46735 -1.46733 -1.46731 -1.4673 -1.46728 -1.46727 -1.46725 -1.46724 -1.46723 -1.46722 -1.46721 -1.4672 -1.46719 -1.46719 -1.46718 -1.46717 -1.46717 -1.46716 -1.46716 -1.46715 -1.46715 -1.46714 -1.46714 -1.46714 -1.46713 -1.46713 -1.46713 -1.46712 -1.46712 -1.46712 -1.46712 -1.46711 -1.46711 -1.46711 -1.46711 -1.46711 -1.46711 -1.46711 -1.4671 -1.4671 -1.4671 -1.4671 
1.50389e-42 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.4671 -1.4671 -1.46711 -1.46712 -1.46714 -1.46716 -1.4672 -1.46724 -1.46729 -1.46736 -1.46744 -1.46753 -1.46763 -1.46774 -1.46786 -1.46799 -1.46811 -1.46823 -1.46835 -1.46845 -1.46854 -1.46862 -1.46868 -1.46872 -1.46874 -1.46875 -1.46874 -1.46871 -1.46868 -1.46863 -1.46858 -1.46852 -1.46846 -1.4684 -1.46833 -1.46826 -1.4682 -1.46813 -1.46807 -1.46801 -1.46795 -1.4679 -1.46784 -1.46779 -1.46775 -1.4677 -1.46766 -1.46762 -1.46758 -1.46755 -1.46752 -1.46749 -1.46746 -1.46743 -1.46741 -1.46738 -1.46736 -1.46734 -1.46732 -1.46731 -1.46729 -1.46728 -1.46726 -1.46725 -1.46724 -1.46723 -1.46722 -1.46721 -1.4672 -1.46719 -1.46718 -1.46718 -1.46717 -1.46717 -1.46716 -1.46715 -1.46715 -1.46715 -1.46714 -1.46714 -1.46713 -1.46713 -1.46713 -1.46713 -1.46712 -1.46712 -1.46712 -1.46712 -1.46711 -1.46711 -1.46711 -1.46711 -1.46711 -1.46711 -1.46711 -1.4671 
1.84426e-42 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.4671 -1.4671 -1.46711 -1.46713 -1.46715 -1.46718 -1.46722 -1.46727 -1.46734 -1.46742 -1.46752 -1.46763 -1.46776 -1.46789 -1.46804 -1.46819 -1.46834 -1.46849 -1.46863 -1.46876 -1.46887 -1.46897 -1.46904 -1.46909 -1.46912 -1.46912 -1.46911 -1.46908 -1.46904 -1.46898 -1.46892 -1.46885 -1.46877 -1.46869 -1.46861 -1.46853 -1.46845 -1.46837 -1.46829 -1.46822 -1.46815 -1.46808 -1.46801 -1.46795 -1.46789 -1.46784 -1.46779 -1.46774 -1.46769 -1.46765 -1.46761 -1.46758 -1.46754 -1.46751 -1.46748 -1.46745 -1.46742 -1.4674 -1.46738 -1.46736 -1.46734 -1.46732 -1.4673 -1.46729 -1.46727 -1.46726 -1.46725 -1.46724 -1.46722 -1.46721 -1.46721 -1.4672 -1.46719 -1.46718 -1.46718 -1.46717 -1.46716 -1.46716 -1.46715 -1.46715 -1.46714 -1.46714 -1.46714 -1.46713 -1.46713 -1.46713 -1.46712 -1.46712 -1.46712 -1.46712 -1.46712 -1.46711 -1.46711 -1.46711 -1.46711 -1.46711 
2.26168e-42 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.4671 -1.4671 -1.46711 -1.46712 -1.46714 -1.46716 -1.4672 -1.46725 -1.46731 -1.4674 -1.4675 -1.46762 -1.46775 -1.46791 -1.46807 -1.46825 -1.46844 -1.46863 -1.46881 -1.46898 -1.46914 -1.46928 -1.46939 -1.46948 -1.46954 -1.46957 -1.46958 -1.46957 -1.46953 -1.46948 -1.46941 -1.46933 -1.46924 -1.46915 -1.46905 -1.46895 -1.46885 -1.46876 -1.46866 -1.46856 -1.46847 -1.46839 -1.4683 -1.46822 -1.46815 -1.46808 -1.46801 -1.46795 -1.46789 -1.46783 -1.46778 -1.46773 -1.46768 -1.46764 -1.4676 -1.46757 -1.46753 -1.4675 -1.46747 -1.46744 -1.46742 -1.46739 -1.46737 -1.46735 -1.46733 -1.46731 -1.4673 -1.46728 -1.46727 -1.46725 -1.46724 -1.46723 -1.46722 -1.46721 -1.4672 -1.46719 -1.46719 -1.46718 -1.46717 -1.46717 -1.46716 -1.46716 -1.46715 -1.46715 -1.46714 -1.46714 -1.46714 -1.46713 -1.46713 -1.46713 -1.46712 -1.46712 -1.46712 -1.46712 -1.46711 -1.46711 -1.46711 
2.77356e-42 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.4671 -1.4671 -1.46711 -1.46712 -1.46715 -1.46718 -1.46722 -1.46729 -1.46737 -1.46747 -1.46759 -1.46773 -1.4679 -1.46809 -1.4683 -1.46852 -1.46874 -1.46897 -1.4692 -1.46941 -1.4696 -1.46977 -1.46991 -1.47002 -1.4701 -1.47014 -1.47015 -1.47013 -1.47008 -1.47002 -1.46994 -1.46984 -1.46973 -1.46962 -1.4695 -1.46938 -1.46925 -1.46913 -1.46901 -1.4689 -1.46879 -1.46868 -1.46858 -1.46848 -1.46839 -1.4683 -1.46822 -1.46814 -1.46807 -1.468 -1.46793 -1.46788 -1.46782 -1.46777 -1.46772 -1.46767 -1.46763 -1.46759 -1.46756 -1.46752 -1.46749 -1.46746 -1.46743 -1.46741 -1.46739 -1.46736 -1.46734 -1.46733 -1.46731 -1.46729 -1.46728 -1.46726 -1.46725 -1.46724 -1.46723 -1.46722 -1.46721 -1.4672 -1.46719 -1.46718 -1.46718 -1.46717 -1.46716 -1.46716 -1.46715 -1.46715 -1.46715 -1.46714 -1.46714 -1.46713 -1.46713 -1.46713 -1.46713 -1.46712 -1.46712 -1.46712 -1.46712 
3.4013e-42 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.4671 -1.4671 -1.46711 -1.46713 -1.46716 -1.4672 -1.46725 -1.46733 -1.46743 -1.46755 -1.4677 -1.46788 -1.46809 -1.46832 -1.46857 -1.46884 -1.46912 -1.4694 -1.46968 -1.46994 -1.47017 -1.47038 -1.47055 -1.47069 -1.47078 -1.47083 -1.47084 -1.47082 -1.47076 -1.47068 -1.47058 -1.47046 -1.47033 -1.47019 -1.47004 -1.46989 -1.46974 -1.46959 -1.46945 -1.46931 -1.46917 -1.46904 -1.46891 -1.46879 -1.46868 -1.46857 -1.46847 -1.46838 -1.46829 -1.4682 -1.46813 -1.46805 -1.46798 -1.46792 -1.46786 -1.46781 -1.46775 -1.46771 -1.46766 -1.46762 -1.46758 -1.46755 -1.46751 -1.46748 -1.46745 -1.46743 -1.4674 -1.46738 -1.46736 -1.46734 -1.46732 -1.4673 -1.46729 -1.46727 -1.46726 -1.46725 -1.46723 -1.46722 -1.46721 -1.46721 -1.4672 -1.46719 -1.46718 -1.46717 -1.46717 -1.46716 -1.46716 -1.46715 -1.46715 -1.46714 -1.46714 -1.46714 -1.46713 -1.46713 -1.46713 -1.46712 -1.46712 
4.17112e-42 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.4671 -1.46711 -1.46712 -1.46714 -1.46717 -1.46722 -1.46729 -1.46738 -1.4675 -1.46765 -1.46784 -1.46806 -1.46831 -1.4686 -1.46891 -1.46924 -1.46958 -1.46992 -1.47026 -1.47058 -1.47087 -1.47113 -1.47134 -1.4715 -1.47161 -1.47167 -1.47169 -1.47166 -1.4716 -1.4715 -1.47137 -1.47123 -1.47106 -1.47089 -1.47071 -1.47053 -1.47034 -1.47016 -1.46998 -1.46981 -1.46964 -1.46948 -1.46933 -1.46918 -1.46904 -1.46891 -1.46879 -1.46867 -1.46856 -1.46846 -1.46836 -1.46827 -1.46819 -1.46811 -1.46804 -1.46797 -1.4679 -1.46784 -1.46779 -1.46774 -1.46769 -1.46765 -1.46761 -1.46757 -1.46753 -1.4675 -1.46747 -1.46744 -1.46742 -1.46739 -1.46737 -1.46735 -1.46733 -1.46731 -1.4673 -1.46728 -1.46727 -1.46725 -1.46724 -1.46723 -1.46722 -1.46721 -1.4672 -1.46719 -1.46719 -1.46718 -1.46717 -1.46717 -1.46716 -1.46716 -1.46715 -1.46715 -1.46714 -1.46714 -1.46713 -1.46713 -1.46713 
5.11518e-42 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.46709 -1.4671 -1.4671 -1.46711 -1.46713 -1.46715 -1.46719 -1.46725 -1.46734 -1.46745 -1.4676 -1.46778 -1.46801 -1.46828 -1.46859 -1.46894 -1.46932 -1.46972 -1.47014 -1.47056 -1.47098 -1.47137 -1.47173 -1.47204 -1.4723 -1.4725 -1.47264 -1.47271 -1.47273 -1.4727 -1.47262 -1.4725 -1.47234 -1.47216 -1.47196 -1.47175 -1.47153 -1.47131 -1.47108 -1.47086 -1.47064 -1.47043 -1.47022 -1.47002 -1.46983 -1.46965 -1.46948 -1.46932 -1.46917 -1.46903 -1.46889 -1.46877 -1.46865 -1.46854 -1.46843 -1.46834 -1.46825 -1.46817 -1.46809 -1.46802 -1.46795 -1.46789 -1.46783 -1.46777 -1.46772 -1.46768 -1.46763 -1.46759 -1.46756 -1.46752 -1.46749 -1.46746 -1.46743 -1.46741 -1.46739 -1.46736 -1.46734 -1.46732 -1.46731 -1.46729 -1.46728 -1.46726 -1.46725 -1.46724 -1.46723 -1.46722 -1.46721 -1.4672 -1.46719 -1.46718 -1.46718 -1.46717 -1.46716 -1.46716 -1.46715 -1.46715 -1.46714 -1.46714 -1.46714 
